,book_title,book_authors,book_desc,book_edition,book_isbn,genres
Ship of Magic,Robin Hobb,"Wizardwood, a sentient wood.The most precious commodity in the world.Like many other legendary wares, it comes only from the Rain River Wilds.But how can one trade with the Rain Wilders, when only a liveship fashioned from wizardwood can negotiate the perilous waters of the Rain River? Rare and valuable a liveship will quicken only when three members, from successive generations, have died on board. The liveship Vivacia is about to undergo her quickening as Althea Vestrit’s father is carried on deck in his death-throes. Althea waits for the ship that she loves more than anything else in the world to awaken. Only to discover that the Vivacia has been signed away in her father’s will to her brutal brother-in-law, Kyle Haven...Others plot to win or steal a liveship. The Paragon, known by many as the Pariah, went mad, turned turtle, and drowned his crew. Now he lies blind, lonely, and broken on a deserted beach. But greedy men have designs to restore him, to sail the waters of the Rain Wild River once more.Cover illustration by John Howe", ,9780006498858,Fantasy|Fiction|Fantasy|High Fantasy|Fantasy|Epic Fantasy|Adventure|Adult|Science Fiction Fantasy|Fantasy|Dragons|Fantasy|Magic|Adventure|Pirates
His Majesty's Dragon,Naomi Novik|Naomi Novik,"Aerial combat brings a thrilling new dimension to the Napoleonic Wars as valiant warriors ride mighty fighting dragons, bred for size or speed. When HMS Reliant captures a French frigate and seizes the precious cargo, an unhatched dragon egg, fate sweeps Captain Will Laurence from his seafaring life into an uncertain future – and an unexpected kinship with a most extraordinary creature. Thrust into the rarified world of the Aerial Corps as master of the dragon Temeraire, he will face a crash course in the daring tactics of airborne battle. For as France’s own dragon-borne forces rally to breach British soil in Bonaparte’s boldest gambit, Laurence and Temeraire must soar into their own baptism of fire.", ,9780345481283,Fantasy|Fantasy|Dragons|Historical|Historical Fiction|Fiction|Historical|Science Fiction|Alternate History|Historical Fiction|Historical Fantasy|Adventure|Science Fiction Fantasy|Audiobook
"The Chronicles of Thomas Covenant, the Unbeliever",Stephen R. Donaldson,"Since its publication in 1977, Stephen Donaldson's award-winning trilogy has become an indisputable fantasy class, hailed by the critics and loved by millions of readers around the world. Now all three books are available in one paperback volume for the first time. Thomas Covenant, an embittered and cynical writer, afflicted with leprosy and shunned by society, is fated to become the heroic savior of The Land, an alternate world. In the novels, he struggles against the satanic Lord Foul, ""The Despiser"", who intends to escape the bondage of the physical universe and wreak revenge upon his arch-enemy, ""The Creator"".Stephen R. Donaldson's works are infused with psychological undertones involving an exploration of the darker side of the protagonist Thomas Covenant whilst preserving strong humanist ideals. The contextual richness of the Land's varied geography, races, cultures and history enables all three series of the Chronicles to explore and expand upon an increasingly diverse and storied environment.", ,9780006473299,Fantasy|Fiction|Fantasy|Epic Fantasy|Science Fiction Fantasy|Science Fiction|Fantasy|High Fantasy|Adventure|Epic|Fantasy|Magic|Unfinished
The Black Company,Glen Cook,"Some feel the Lady, newly risen from centuries in thrall, stands between humankind and evil. Some feel she is evil itself. The hard-bitten men of the Black Company take their pay and do what they must, burying their doubts with their dead. Until the prophesy: The White Rose has been reborn, somewhere, to embody good once more. There must be a way for the Black Company to find her... So begins one of the greatest fantasy epics of our age—Glen Cook's Chronicles of the Black Company.Librarian note: an alternate cover for this edition can be found here.", , ,Fantasy|Fiction|Fantasy|Dark Fantasy|Fantasy|Epic Fantasy|Fantasy|High Fantasy|War|Military Fiction|Science Fiction Fantasy|Adventure|War|Young Adult
The Chronicles of Prydain,Lloyd Alexander,"Millions of young readers have been enthralled by the adventures of Taran the Assistant Pig-Keeper and his lively companions as they journey through the magical land of Prydain. First published more than thirty years ago and translated into twenty different languages, Lloyd Alexander's beloved series has become the standard of excellence in fantasy literature for children. Among their many accolades, the award-winning Chronicles of Prydain count a Newbery Medal, a Newbery Honor, and more than two million copies in print.", ,9780805082746,Fantasy|Young Adult|Fiction|Childrens|Classics|Adventure|Childrens|Middle Grade|Fantasy|High Fantasy|Fantasy|Epic Fantasy|Science Fiction Fantasy
The Dark Is Rising,Susan Cooper,"This night will be bad and tomorrow will be beyond imagining.It's Midwinter's Eve, the day before Will's eleventh birthday. But there is an atmosphere of fear in the familiar countryside around him. This will be a birthday like no other. Will discovers that he has the power of the Old Ones, and that he must embark on a quest to vanquish the terrifyingly evil magic of the Dark.The second novel in Susan Cooper's highly acclaimed Dark is Rising sequence.", ,9781416949657,Fantasy|Young Adult|Fiction|Childrens|Childrens|Middle Grade|Adventure|Classics|Fantasy|Magic|Mythology|Arthurian|Science Fiction Fantasy
"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness",Anne Bishop,"Seven hundred years ago, a Black Widow witch saw an ancient prophecy come to life in her web of dreams and visions.Now the Dark Kingdom readies itself for the arrival of its Queen, a Witch who will wield more power than even the High Lord of Hell himself. But she is still young, still open to influence--and corruption.Whoever controls the Queen controls the darkness. Three men--sworn enemies--know this. And they know the power that hides behind the blue eyes of an innocent young girl. And so begins a ruthless game of politics and intrigue, magic and betrayal, where the weapons are hate and love--and the prize could be terrible beyond imagining...--back cover",US / CAN Edition,9780451529015,Fantasy|Romance|Fiction|Fantasy|Dark Fantasy|Fantasy|Magic|Science Fiction Fantasy|Fantasy|High Fantasy|Adult|Fantasy|Paranormal|Dark
The Blue Sword,Robin McKinley,"This is the story of Corlath, golden-eyed king of the Free Hillfolk, son of the sons of the Lady Aerin.And this is the story of Harry Crewe, the Homelander orphan girl who became Harimad-sol, King's Rider, and heir to the Blue Sword, Gonturan, that no woman had wielded since the Lady Aerin herself bore it into battle.And this is the song of the kelar of the Hillfolk, the magic of the blood, the weaver of destinies...",US / CAN Edition,9780441068807,Fantasy|Young Adult|Fiction|Romance|Adventure|Fantasy|Magic|Young Adult|Young Adult Fantasy|Fantasy|High Fantasy|Science Fiction Fantasy|Childrens
The Crystal Cave,Mary  Stewart,"Fifth century Britain is a country of chaos and division after the Roman withdrawal. This is the world of young Merlin, the illegitimate child of a South Wales princess who will not reveal to her son his father's true identity. Yet Merlin is an extraordinary child, aware at the earliest age that he possesses a great natural gift - the Sight. Against a background of invasion and imprisonment, wars and conquest, Merlin emerges into manhood, and accepts his dramatic role in the New Beginning - the coming of King Arthur.", ,9780060548254,Fantasy|Historical|Historical Fiction|Fiction|Mythology|Arthurian|Historical|Fantasy|Mythology|Science Fiction Fantasy|Classics|Fantasy|Magic|Adventure
The Odyssey,Homer|Robert Fagles|Andrew Lang|George Chapman|Bernard Knox|Philip Stanhope Worsley|William Walter Merry|Ιάκωβος Πολυλάς|Otmar Vaňorný|Samuel Butler,"Sing to me of the man, Muse, the man of twists and turnsdriven time and again off course, once he had plunderedthe hallowed heights of Troy.So begins Robert Fagles' magnificent translation of the Odyssey.If the Iliad is the world's greatest war epic, then the Odyssey is literature's grandest evocation of everyman's journey though life. Odysseus' reliance on his wit and wiliness for survival in his encounters with divine and natural forces, during his ten-year voyage home to Ithaca after the Trojan War, is at once a timeless human story and an individual test of moral endurance. In the myths and legends that are retold here, Fagles has captured the energy and poetry of Homer's original in a bold, contemporary idiom, and given us an Odyssey to read aloud, to savor, and to treasure for its sheer lyrical mastery.Renowned classicist Bernard Knox's superb Introduction and textual commentary provide new insights and background information for the general reader and scholar alike, intensifying the strength of Fagles' translation.This is an Odyssey to delight both the classicist and the public at large, and to captivate a new generation of Homer's students.--Robert Fagles, winner of the PEN/Ralph Manheim Medal for Translation and a 1996 Academy Award in Literature from the American Academy of Arts and Letters, presents us with Homer's best-loved and most accessible poem in a stunning new modern-verse translation.", ,9780143039952,Classics|Fiction|Poetry|Fantasy|Mythology|Fantasy|Academic|School|Literature|Adventure|Academic|Read For School|Historical|Historical Fiction
Daughter of the Forest,Juliet Marillier,"Lovely Sorcha is the seventh child and only daughter of Lord Colum of Sevenwaters. Bereft of a mother, she is comforted by her six brothers who love and protect her. Sorcha is the light in their lives: they are determined that she know only contentment.But Sorcha's joy is shattered when her father is bewitched by his new wife, an evil enchantress who binds her brothers with a terrible spell, a spell which only Sorcha can lift—by staying silent. If she speaks before she completes the quest set to her by the Fair Folk and their queen, the Lady of the Forest, she will lose her brothers forever.When Sorcha is kidnapped by the enemies of Sevenwaters and taken to a foreign land, she is torn between the desire to save her beloved brothers, and a love that comes only once. Sorcha despairs at ever being able to complete her task, but the magic of the Fair Folk knows no boundaries, and love is the strongest magic of them all...", , ,Fantasy|Romance|Fiction|Historical|Historical Fiction|Young Adult|Fantasy|Fairy Tales|Historical|Retellings|Fantasy|Magic|Adult
The Eyes of the Dragon,Stephen King,"A kingdom is in turmoil as the old king dies, murdered by a strange and horrible poison. While the land of Delain mourns, the evil wizard Flagg, hatches an unscrupulous plot, which sees the King's eldest son Peter imprisoned for his father's murder, and the youngest son inherit the throne. Only Peter knows the truth about his own innocence and the evil that is Flagg. Only Peter can save Delain from the horror that Flagg has in store. But first, he must escape from the high tower.", , ,Fantasy|Fiction|Horror|Young Adult|Adventure|Fantasy|Dragons|Science Fiction Fantasy|Thriller|Audiobook|Novels
The Last Wish,Andrzej Sapkowski|Danusia Stok,"Geralt the Witcher—revered and hated—is a man whose magic powers, enhanced by long training and a mysterious elixir, have made him a brilliant fighter and a merciless assassin. Yet he is no ordinary murderer: his targets are the multifarious monsters and vile fiends that ravage the land and attack the innocent. But not everything monstrous-looking is evil and not everything fair is good... and in every fairy tale there is a grain of truth.Librarian's Note: Alternate cover edition of ASIN B0010SIPT4", , ,Fantasy|Fiction|Short Stories|Audiobook|Fantasy|High Fantasy|Adult|Fantasy|Magic|Adventure|European Literature|Polish Literature|Fantasy|Epic Fantasy
Elric of Melniboné,Michael Moorcock,"Elric of Melniboné is a requisite title in the hard fantasy canon, a book no fantasy fan should leave unread. Author Michael Moorcock, already a major player in science fiction, cemented his position in the fantasy pantheon with the five-book Elric saga, of which Elric of Melniboné is the first installment. The book's namesake, the brooding albino emperor of the dying nation of Melniboné, is a sort of Superman for Goths, truly an archetype of the genre.The youthful Elric is a cynical and melancholy king, heir to a nation whose 100,000-year rule of the world ended less than 500 years hence. More interested in brooding contemplation than holding the throne, Elric is a reluctant ruler, but he also realizes that no other worthy successor exists and the survival of his once-powerful, decadent nation depends on him alone. Elric's nefarious, brutish cousin Yrkoon has no patience for his physically weak kinsman, and he plots constantly to seize Elric's throne, usually over his dead body. Elric of Melniboné follows Yrkoon's scheming, reaching its climax in a battle between Elric and Yrkoon with the demonic runeblades Stormbringer and Mournblade. In this battle, Elric gains control of the soul-stealing Stormbringer, an event that proves pivotal to the Elric saga. --Paul Hughes", ,9780441203987,Fantasy|Fiction|Heroic Fantasy|Sword and Sorcery|Science Fiction Fantasy|Fantasy|Epic Fantasy|Fantasy|Dark Fantasy|Fantasy|High Fantasy|Classics|Science Fiction|Novels
The Curse of Chalion,Lois McMaster Bujold,"A man broken in body and spirit, Cazaril, has returned to the noble household he once served as page, and is named, to his great surprise, as the secretary-tutor to the beautiful, strong-willed sister of the impetuous boy who is next in line to rule. It is an assignment Cazaril dreads, for it will ultimately lead him to the place he fears most, the royal court of Cardegoss, where the powerful enemies, who once placed him in chains, now occupy lofty positions. In addition to the traitorous intrigues of villains, Cazaril and the Royesse Iselle, are faced with a sinister curse that hangs like a sword over the entire blighted House of Chalion and all who stand in their circle. Only by employing the darkest, most forbidden of magics, can Cazaril hope to protect his royal charge—an act that will mark the loyal, damaged servant as a tool of the miraculous, and trap him, flesh and soul, in a maze of demonic paradox, damnation, and death.", ,9780007133611,Fantasy|Fiction|Fantasy|High Fantasy|Fantasy|Epic Fantasy|Science Fiction Fantasy|Romance|Audiobook|Fantasy|Magic|Adult|Adventure
