,book_title,book_authors,book_desc,book_edition,book_isbn,genres
The Handmaid's Tale,Margaret Atwood,"Offred is a Handmaid in the Republic of Gilead. She may leave the home of the Commander and his wife once a day to walk to food markets whose signs are now pictures instead of words because women are no longer allowed to read. She must lie on her back once a month and pray that the Commander makes her pregnant, because in an age of declining births, Offred and the other Handmaids are valued only if their ovaries are viable. Offred can remember the years before, when she lived and made love with her husband, Luke; when she played with and protected her daughter; when she had a job, money of her own, and access to knowledge. But all of that is gone now . . . Funny, unexpected, horrifying, and altogether convincing, The Handmaid's Tale is at once scathing satire, dire warning, and tour de force.",1st Anchor Books edition,,Fiction|Classics|Science Fiction|Dystopia|Science Fiction|Feminism|Fantasy|Adult|Audiobook|Literature|Novels
Jurassic Park,Michael Crichton,"An astonishing technique for recovering and cloning dinosaur DNA has been discovered. Now humankind’s most thrilling fantasies have come true. Creatures extinct for eons roam Jurassic Park with their awesome presence and profound mystery, and all the world can visit them—for a price. Until something goes wrong. . . . In Jurassic Park, Michael Crichton taps all his mesmerizing talent and scientific brilliance to create his most electrifying technothriller.",,,Science Fiction|Fiction|Thriller|Adventure|Fantasy|Horror|Classics|Science Fiction Fantasy|Animals|Dinosaurs|Adult
Rendezvous with Rama,Arthur C. Clarke,"At first, only a few things are known about the celestial object that astronomers dub Rama. It is huge, weighing more than ten trillion tons. And it is hurtling through the solar system at an inconceivable speed. Then a space probe confirms the unthinkable: Rama is no natural object. It is, incredibly, an interstellar spacecraft. Space explorers and planet-bound scientists alike prepare for mankind's first encounter with alien intelligence. It will kindle their wildest dreams... and fan their darkest fears. For no one knows who the Ramans are or why they have come. And now the moment of rendezvous awaits — just behind a Raman airlock door.",,9781857231588,Science Fiction|Fiction|Classics|Science Fiction Fantasy|Space|Novels|Audiobook|Science Fiction|Aliens|Hugo Awards|Fantasy
Speaker for the Dead,Orson Scott Card,"Now available in mass market, the revised, definitive edition of the Hugo and Nebula Award-winning classic. In this second book in the saga set 3,000 years after the terrible war, Ender Wiggin is reviled by history as the Xenocide--the destroyer of the alien Buggers. Now, Ender tells the true story of the war and seeks to stop history from repeating itself. ...In the aftermath of his terrible war, Ender Wiggin disappeared, and a powerful voice arose: The Speaker for the Dead, who told the true story of the Bugger War.Now, long years later, a second alien race has been discovered, but again the aliens' ways are strange and frightening...again, humans die. And it is only the Speaker for the Dead, who is also Ender Wiggin the Xenocide, who has the courage to confront the mystery...and the truth.Speaker for the Dead, the second novel in Orson Scott Card's Ender Quintet, is the winner of the 1986 Nebula Award for Best Novel and the 1987 Hugo Award for Best Novel.",Author's definitive edition,9780812550757,Science Fiction|Fiction|Fantasy|Science Fiction Fantasy|Young Adult|Audiobook|Space|Science Fiction|Aliens|Novels|Space|Space Opera
A Canticle for Leibowitz,Walter M. Miller Jr.|Mary Doria Russell,"In a nightmarish ruined world slowly awakening to the light after sleeping in darkness, the infant rediscoveries of science are secretly nourished by cloistered monks dedicated to the study and preservation of the relics and writings of the blessed Saint Isaac Leibowitz. From here the story spans centuries of ignorance, violence, and barbarism, viewing through a sharp, satirical eye the relentless progression of a human race damned by its inherent humanness to recelebrate its grand foibles and repeat its grievous mistakes.",,9780060892999,Science Fiction|Fiction|Apocalyptic|Post Apocalyptic|Classics|Science Fiction|Dystopia|Fantasy|Science Fiction Fantasy|Religion|Speculative Fiction|Science Fiction|Apocalyptic
Starship Troopers,Robert A. Heinlein,"The historians can’t seem to settle whether to call this one ""The Third Space War"" (or the fourth), or whether ""The First Interstellar War"" fits it better. We just call it “The Bug War."" Everything up to then and still later were ""incidents,"" ""patrols,"" or ""police actions."" However, you are just as dead if you buy the farm in an ""incident"" as you are if you buy it in a declared war...In one of Robert A. Heinlein’s most controversial bestsellers, a recruit of the future goes through the toughest boot camp in the Universe—and into battle with the Terran Mobile Infantry against mankind’s most alarming enemy.",,,Science Fiction|Fiction|Classics|War|Military Fiction|War|Science Fiction Fantasy|Space|Space Opera|Fantasy|Space|Audiobook
Old Man's War,John Scalzi,"John Perry did two things on his 75th birthday. First he visited his wife's grave. Then he joined the army.The good news is that humanity finally made it into interstellar space. The bad news is that planets fit to live on are scarce-- and alien races willing to fight us for them are common. So: we fight. To defend Earth, and to stake our own claim to planetary real estate. Far from Earth, the war has been going on for decades: brutal, bloody, unyielding.Earth itself is a backwater. The bulk of humanity's resources are in the hands of the Colonial Defense Force. Everybody knows that when you reach retirement age, you can join the CDF. They don't want young people; they want people who carry the knowledge and skills of decades of living. You'll be taken off Earth and never allowed to return. You'll serve two years at the front. And if you survive, you'll be given a generous homestead stake of your own, on one of our hard-won colony planets.John Perry is taking that deal. He has only the vaguest idea what to expect. Because the actual fight, light-years from home, is far, far harder than he can imagine--and what he will become is far stranger.",,,Science Fiction|Fiction|Space|Space Opera|Science Fiction Fantasy|War|Military Fiction|War|Space|Audiobook|Fantasy|Adventure
A Clockwork Orange,Anthony Burgess|Κώστας Γαλανόπουλος,"A vicious fifteen-year-old droog is the central character of this 1963 classic. In Anthony Burgess's nightmare vision of the future, where criminals take over after dark, the story is told by the central character, Alex, who talks in a brutal invented slang that brilliantly renders his and his friends' social pathology. A Clockwork Orange is a frightening fable about good and evil, and the meaning of human freedom. And when the state undertakes to reform Alex to ""redeem"" him, the novel asks, ""At what cost?""This edition includes the controversial last chapter not published in the first edition and Burgess's introduction ""A Clockwork Orange Resucked.""",,9780393341768,Classics|Fiction|Science Fiction|Science Fiction|Dystopia|Literature|Horror|Novels|Classics|Modern Classics|Mystery|Crime|European Literature|British Literature
A Wrinkle in Time,Madeleine L'Engle,"It was a dark and stormy night.Out of this wild night, a strange visitor comes to the Murry house and beckons Meg, her brother Charles Wallace, and their friend Calvin O'Keefe on a most dangerous and extraordinary adventure—one that will threaten their lives and our universe.Winner of the 1963 Newbery Medal, A Wrinkle in Time is the first book in Madeleine L'Engle's classic Time Quintet.",Movie Tie-In,9781250153272,Fantasy|Fiction|Classics|Young Adult|Science Fiction|Childrens|Childrens|Middle Grade|Science Fiction|Time Travel|Adventure|Science Fiction Fantasy
Animal Farm,George Orwell|Chris Mould|Τζωρτζ Όργουελ|José Manuel Moreno Cidoncha|Κυριάκος Ντελόπουλος|Николай Николов|Celâl Üster|Boris Grabnar|Αύγουστος Κορτώ|Celâl Üstüner|Peter Škerl|Pau Masiques,"“All animals are equal, but some animals are more equal than others.” A farm is taken over by its overworked, mistreated animals. With flaming idealism and stirring slogans, they set out to create a paradise of progress, justice, and equality. Thus the stage is set for one of the most telling satiric fables ever penned—a razor-edged fairy tale for grown-ups that records the evolution from revolution against tyranny to a totalitarianism just as terrible.  When Animal Farm was first published, Stalinist Russia was seen as its target. Today it is devastatingly clear that wherever and whenever freedom is attacked, under whatever banner, the cutting clarity and savage comedy of George Orwell’s masterpiece have a meaning and message still ferociously fresh.",,9780452284241,Classics|Fiction|Science Fiction|Dystopia|Fantasy|Literature|Politics|Academic|School|Science Fiction|Novels|Academic|Read For School
Solaris,Stanisław Lem|Steve Cox|Joanna Kilmartin,"A classic work of science fiction by renowned Polish novelist and satirist Stanislaw Lem.When Kris Kelvin arrives at the planet Solaris to study the ocean that covers its surface, he finds a painful, hitherto unconscious memory embodied in the living physical likeness of a long-dead lover. Others examining the planet, Kelvin learns, are plagued with their own repressed and newly corporeal memories. The Solaris ocean may be a massive brain that creates these incarnate memories, though its purpose in doing so is unknown, forcing the scientists to shift the focus of their quest and wonder if they can truly understand the universe without first understanding what lies within their hearts.",,,Science Fiction|Fiction|Classics|European Literature|Polish Literature|Science Fiction Fantasy|Novels|Philosophy|Fantasy|Cultural|Poland|Audiobook
The Stand,Stephen King|Bernie Wrightson,"Stephen King's apocalyptic vision of a world blasted by plague and tangled in an elemental struggle between good and evil remains as riveting and eerily plausible as when it was first published.A patient escapes from a biological testing facility, unknowingly carrying a deadly weapon: a mutated strain of super-flu that will wipe out 99 percent of the world's population within a few weeks. Those who remain are scared, bewildered, and in need of a leader. Two emerge - Mother Abagail, the benevolent 108-year-old woman who urges them to build a peaceful community in Boulder, Colorado; and Randall Flagg, the nefarious ""Dark Man,"" who delights in chaos and violence. As the dark man and the peaceful woman gather power, the survivors will have to choose between them - and ultimately decide the fate of all humanity.",Complete & Uncut Edition,9780385199575,Horror|Fiction|Fantasy|Science Fiction|Apocalyptic|Post Apocalyptic|Thriller|Science Fiction|Dystopia|Science Fiction|Apocalyptic|Audiobook|Classics
The Fall of Hyperion,Dan Simmons,"In the stunning continuation of the epic adventure begun in Hyperion, Simmons returns us to a far future resplendent with drama and invention. On the world of Hyperion, the mysterious Time Tombs are opening. And the secrets they contain mean that nothing--nothing anywhere in the universe--will ever be the same.",Bantam Reissue,9780553288209,Science Fiction|Fiction|Fantasy|Space|Space Opera|Science Fiction Fantasy|Science Fiction|Time Travel|Audiobook|Space|Speculative Fiction|Horror
The Road,Cormac McCarthy,"A searing, postapocalyptic novel destined to become Cormac McCarthy’s masterpiece.A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind. It is cold enough to crack stones, and when the snow falls it is gray. The sky is dark. Their destination is the coast, although they don’t know what, if anything, awaits them there. They have nothing; just a pistol to defend themselves against the lawless bands that stalk the road, the clothes they are wearing, a cart of scavenged food—and each other.The Road is the profoundly moving story of a journey. It boldly imagines a future in which no hope remains, but in which the father and his son, “each the other’s world entire,” are sustained by love. Awesome in the totality of its vision, it is an unflinching meditation on the worst and the best that we are capable of: ultimate destructiveness, desperate tenacity, and the tenderness that keeps two people alive in the face of total devastation.",First U.S. Edition,9780307265432,Fiction|Science Fiction|Science Fiction|Dystopia|Apocalyptic|Post Apocalyptic|Classics|Horror|Literature|Novels|Science Fiction|Apocalyptic|Contemporary
I Am Legend,Richard Matheson,"Robert Neville is the last living man on Earth... but he is not alone. Every other man, woman and child on the planet has become a vampire, and they are hungry for Neville's blood.By day he is the hunter, stalking the undead through the ruins of civilisation. By night, he barricades himself in his home and prays for the dawn.How long can one man survive like this?",,,Horror|Science Fiction|Fiction|Classics|Apocalyptic|Post Apocalyptic|Paranormal|Vampires|Fantasy|Science Fiction|Dystopia|Audiobook|Science Fiction|Apocalyptic
Second Foundation,Isaac Asimov,"So far the Foundation was safe. But there was a hidden Second Foundation to protect the first. The Mule has yet to find it, but he was getting closer all the time. The men of the Foundation sought it, too, to escape from Mule's mind control. Only Arkady, a 14 year-old girl seemed to have the answer, or did she...?",,9780553803730,Science Fiction|Fiction|Classics|Science Fiction Fantasy|Space|Space Opera|Fantasy|Novels|Space|Audiobook|Speculative Fiction
The Stars My Destination,Alfred Bester|Neil Gaiman,"In this pulse-quickening novel, Alfred Bester imagines a future in which people ""jaunte"" a thousand miles with a single thought, where the rich barricade themselves in labyrinths and protect themselves with radioactive hitmen—and where an inarticulate outcast is the most valuable and dangerous man alive. The Stars My Destination is a classic of technological prophecy and timeless narrative enchantment by an acknowledged master of science fiction.",,9780679767800,Science Fiction|Fiction|Classics|Science Fiction|Cyberpunk|Science Fiction Fantasy|Space|Space Opera|Fantasy|Speculative Fiction|Novels|Space
Ender's Shadow,Orson Scott Card,"Welcome to Battleschool.Growing up is never easy. But try living on the mean streets as a child begging for food and fighting like a dog with ruthless gangs of starving kids who wouldn't hesitate to pound your skull into pulp for a scrap of apple. If Bean has learned anything on the streets, it's how to survive. And not with fists. He is way too small for that. But with brains.Bean is a genius with a magician's ability to zero in on his enemy and exploit his weakness.What better quality for a future general to lead the Earth in a final climactic battle against a hostile alien race, known as Buggers. At Battleschool Bean meets and befriends another future commander - Ender Wiggins - perhaps his only true rival.Only one problem: for Bean and Ender, the future is now.Ender's Shadow is the book that launched The Shadow Series, and the parallel novel to Orson Scott Card's science fiction classic, Ender's Game.",,9780765342409,Science Fiction|Fiction|Young Adult|Fantasy|Science Fiction Fantasy|Audiobook|Space|Adventure|War|Science Fiction|Dystopia
The Mote in God's Eye,Larry Niven|Jerry Pournelle,"In 3016, the 2nd Empire of Man spans hundreds of star systems, thanks to faster-than-light Alderson Drive. Intelligent beings are finally found from the Mote, an isolated star in a thick dust cloud. The bottled-up ancient civilization, at least one million years old, are welcoming, kind, yet evasive, with a dark problem they have not solved in over a million years.",,9781568650548,Science Fiction|Fiction|Science Fiction Fantasy|Space|Space Opera|Science Fiction|Aliens|Fantasy|Audiobook|Space|Classics|Speculative Fiction
The Giver,Lois Lowry,"The Giver, the 1994 Newbery Medal winner, has become one of the most influential novels of our time. The haunting story centers on twelve-year-old Jonas, who lives in a seemingly ideal, if colorless, world of conformity and contentment. Not until he is given his life assignment as the Receiver of Memory does he begin to understand the dark, complex secrets behind his fragile community. This movie tie-in edition features cover art from the movie and exclusive Q&A with members of the cast, including Taylor Swift, Brenton Thwaites and Cameron Monaghan.",,9780385732550,Young Adult|Fiction|Classics|Science Fiction|Dystopia|Science Fiction|Fantasy|Academic|School|Childrens|Childrens|Middle Grade|Academic|Read For School
Cat's Cradle,Kurt Vonnegut Jr.,"Told with deadpan humour and bitter irony, Kurt Vonnegut's cult tale of global destruction preys on our deepest fears of witnessing Armageddon and, worse still, surviving it ...Dr Felix Hoenikker, one of the founding 'fathers' of the atomic bomb, has left a deadly legacy to the world. For he's the inventor of 'ice-nine', a lethal chemical capable of freezing the entire planet. The search for its whereabouts leads to Hoenikker's three ecentric children, to a crazed dictator in the Caribbean, to madness. Felix Hoenikker's Death Wish comes true when his last, fatal gift to humankind brings about the end, that for all of us, is nigh...",,9780140285604,Fiction|Classics|Science Fiction|Humor|Literature|Novels|Science Fiction|Dystopia|Literature|American|Fantasy|Literature|20th Century
World War Z: An Oral History of the Zombie War,Max Brooks,"The Zombie War came unthinkably close to eradicating humanity. Max Brooks, driven by the urgency of preserving the acid-etched first-hand experiences of the survivors from those apocalyptic years, traveled across the United States of America and throughout the world, from decimated cities that once teemed with upwards of thirty million souls to the most remote and inhospitable areas of the planet. He recorded the testimony of men, women, and sometimes children who came face-to-face with the living, or at least the undead, hell of that dreadful time. World War Z is the result. Never before have we had access to a document that so powerfully conveys the depth of fear and horror, and also the ineradicable spirit of resistance, that gripped human society through the plague years.Ranging from the now infamous village of New Dachang in the United Federation of China, where the epidemiological trail began with the twelve-year-old Patient Zero, to the unnamed northern forests where untold numbers sought a terrible and temporary refuge in the cold, to the United States of Southern Africa, where the Redeker Plan provided hope for humanity at an unspeakable price, to the west-of-the-Rockies redoubt where the North American tide finally started to turn, this invaluable chronicle reflects the full scope and duration of the Zombie War.Most of all, the book captures with haunting immediacy the human dimension of this epochal event. Facing the often raw and vivid nature of these personal accounts requires a degree of courage on the part of the reader, but the effort is invaluable because, as Mr. Brooks says in his introduction, ""By excluding the human factor, aren't we risking the kind of personal detachment from history that may, heaven forbid, lead us one day to repeat it? And in the end, isn't the human factor the only true difference between us and the enemy we now refer to as 'the living dead'?""Note: Some of the numerical and factual material contained in this edition was previously published under the auspices of the United Nations Postwar Commission.",,9780307346605,Horror|Fiction|Horror|Zombies|Science Fiction|Fantasy|Apocalyptic|Post Apocalyptic|Science Fiction|Dystopia|Audiobook|Science Fiction|Apocalyptic|War
Red Mars,Kim Stanley Robinson,"In his most ambitious project to date, award-winning author Kim Stanley Robinson utilizes years of research & cutting-edge science in the 1st of a trilogy chronicling the colonization of Mars:For eons, sandstorms have swept the desolate landscape. For centuries, Mars has beckoned humans to conquer its hostile climate. Now, in 2026, a group of 100 colonists is about to fulfill that destiny.John Boone, Maya Toitavna, Frank Chalmers & Arkady Bogdanov lead a terraforming mission. For some, Mars will become a passion driving them to daring acts of courage & madness. For others it offers an opportunity to strip the planet of its riches. For the genetic alchemists, it presents a chance to create a biomedical miracle, a breakthrough that could change all we know about life & death. The colonists orbit giant satellite mirrors to reflect light to the surface. Black dust sprinkled on the polar caps will capture warmth. Massive tunnels, kilometers deep, will be drilled into the mantle to create stupendous vents of hot gases. Against this backdrop of epic upheaval, rivalries, loves & friendships will form & fall to pieces--for there are those who will fight to the death to prevent Mars from ever being changed.Brilliantly imagined, breathtaking in scope & ingenuity, Red Mars is an epic scientific saga, chronicling the next step in evolution, creating a world in its entirety. It shows a future, with both glory & tarnish, that awes with complexity & inspires with vision.",,9780553560732,Science Fiction|Fiction|Science Fiction Fantasy|Space|Speculative Fiction|Fantasy|Space|Space Opera|Audiobook|Novels|Science Fiction|Hard Science Fiction
The Player of Games,Iain M. Banks,"The Culture - a humanoid/machine symbiotic society - has thrown up many great Game Players. One of the best is Jernau Morat Gurgeh, Player of Games, master of every board, computer and strategy. Bored with success, Gurgeh travels to the Empire of Azad, cruel & incredibly wealthy, to try their fabulous game, a game so complex, so like life itself, that the winner becomes emperor. Mocked, blackmailed, almost murdered, Gurgeh accepts the game and with it the challenge of his life, and very possibly his death.",,9780061053566,Science Fiction|Fiction|Space|Space Opera|Science Fiction Fantasy|Fantasy|Cultural|Space|Audiobook|Novels|Speculative Fiction
"The Diamond Age: Or, a Young Lady's Illustrated Primer",Neal Stephenson,"The Diamond Age: Or, a Young Lady's Illustrated Primer is a postcyberpunk novel by Neal Stephenson. It is to some extent a science fiction coming-of-age story, focused on a young girl named Nell, and set in a future world in which nanotechnology affects all aspects of life. The novel deals with themes of education, social class, ethnicity, and the nature of artificial intelligence.",Trade Reissue,9780553380965,Science Fiction|Fiction|Science Fiction|Cyberpunk|Science Fiction|Steampunk|Fantasy|Science Fiction Fantasy|Speculative Fiction|Science Fiction|Dystopia|Novels|Hugo Awards
The Illustrated Man,Ray Bradbury,"That The Illustrated Man has remained in print since being published in 1951 is fair testimony to the universal appeal of Ray Bradbury's work. Only his second collection (the first was Dark Carnival, later reworked into The October Country), it is a marvelous, if mostly dark, quilt of science fiction, fantasy, and horror. In an ingenious framework to open and close the book, Bradbury presents himself as a nameless narrator who meets the Illustrated Man--a wanderer whose entire body is a living canvas of exotic tattoos. What's even more remarkable, and increasingly disturbing, is that the illustrations are themselves magically alive, and each proceeds to unfold its own story, such as ""The Veldt,"" wherein rowdy children take a game of virtual reality way over the edge. Or ""Kaleidoscope,"" a heartbreaking portrait of stranded astronauts about to reenter our atmosphere--without the benefit of a spaceship. Or ""Zero Hour,"" in which invading aliens have discovered a most logical ally--our own children. Even though most were written in the 1940s and 1950s, these 18 classic stories will be just as chillingly effective 50 years from now. --Stanley WiaterContents:· Prologue: The Illustrated Man · ss * · The Veldt [“The World the Children Made”] · ss The Saturday Evening Post Sep 23 ’50 · Kaleidoscope · ss Thrilling Wonder Stories Oct ’49 · The Other Foot · ss New Story Magazine Mar ’51 · The Highway [as by Leonard Spalding] · ss Copy Spr ’50 · The Man · ss Thrilling Wonder Stories Feb ’49 · The Long Rain [“Death-by-Rain”] · ss Planet Stories Sum ’50 · The Rocket Man · ss Maclean’s Mar 1 ’51 · The Fire Balloons [“‘In This Sign...’”] · ss Imagination Apr ’51 · The Last Night of the World · ss Esquire Feb ’51 · The Exiles [“The Mad Wizards of Mars”] · ss Maclean’s Sep 15 ’49; F&SF Win ’50 · No Particular Night or Morning · ss * · The Fox and the Forest [“To the Future”] · ss Colliers May 13 ’50 · The Visitor · ss Startling Stories Nov ’48 · The Concrete Mixer · ss Thrilling Wonder Stories Apr ’49 · Marionettes, Inc. [Marionettes, Inc.] · ss Startling Stories Mar ’49 · The City [“Purpose”] · ss Startling Stories Jul ’50 · Zero Hour · ss Planet Stories Fll ’47 · The Rocket [“Outcast of the Stars”] · ss Super Science Stories Mar ’50 · Epilogue · aw *",Voyager Classics #33,9780007127740,Science Fiction|Short Stories|Fiction|Classics|Fantasy|Horror|Science Fiction Fantasy|Literature|Anthologies|Speculative Fiction
Gateway,Frederik Pohl,"Gateway opened on all the wealth of the Universe... and on reaches of unimaginable horror. When prospector Robinette Broadhead went out to Gateway on the Heechee spacecraft, he decided he would know which was the right mission to make him his fortune. Three missions later, now famous and permanently rich, Rob Broadhead has to face what happened to him and what he has become... in a journey into himself as perilous and even more horrifying than the nightmare trip through the interstellar void that he drove himself to take!",,9780345475831,Science Fiction|Fiction|Space|Space Opera|Hugo Awards|Science Fiction Fantasy|Classics|Space|Speculative Fiction|Audiobook|Fantasy
